surah_number,surah_name,ayah_number,text_latin,text_arabic_script
47,Muhammad,2,"U lil-dawk li jemmnu, jagħmlu l-gid, u jemmnu f'dak (il- Qoran) li tnizzel fuq Muħammad li huwa s-sewwa minn: Sidhom - Huwa jħassrilhom l-għemejjel ħziena tagħhom u jtejjeb il-qagħda tagħhom",و ليل-داوك لي يېممنو، ياعملو ل-گيد، و يېممنو ف'داك (يل- قرآن) لي تنيززېل فوق محمد لي هووا س-سېووا مينن: سيدهوم - هووا يحاسسريلهوم ل-عېمېييېل حزيهنا تاعهوم و يتېييېب يل-قاعدا تاعهوم
47,Muhammad,3,"Dan għaliex dawk li ma jemmnux jimxu wara l-qerq, izda dawk li jemmnu jimxu. wara s-sewwa minn Sidhom. Hekk Alla juri lin-nies it-tixbihat tagħhom (biex jgħallimhom)",دان عاليهش داوك لي ما يېممنوش ييمشو وارا ل-قېرق، يزدا داوك لي يېممنو ييمشو. وارا س-سېووا مينن سيدهوم. هېكك الله يوري لين-نيهس يت-تيشبيهات تاعهوم (بيهش يعالليمهوم)
47,Muhammad,4,"Meta tiltaqgħu (fit-taqbid) ma' dawk li. ma jemmnux, idorbu(hom) fl-għenuq (u oqtluhom), u meta tegħlbuhom, issikkaw l-irbit (tal-prigunieri, imbagħad) jew teħilsuhom (bla ħlas), jew bil-fidwa, sa ma t-taqbida tintemm. Hekk. (irid isir). Kieku ried, Alla kien jegħlibhom (lill-għedewwa ta' l-Islam mingħajr. taqbid, izda. riedkom. titqabdu magħhom) biex igarrab lil uħud minnkom b'xulxin. U dawk li nqatlu għal Alla, Huwa ma huwiex se jgib fix-xejn l- għemejjel tagħhom",مېتا تيلتاقعو (فيت-تاقبيد) ما' داوك لي. ما يېممنوش، يدوربو(هوم) فل-عېنوق (و وقتلوهوم)، و مېتا تېعلبوهوم، يسسيككاو ل-يربيت (تال-پريگونيهري، يمباعاد) يېو تېحيلسوهوم (بلا حلاس)، يېو بيل-فيدوا، سا ما ت-تاقبيدا تينتېمم. هېكك. (يريد يسير). كيهكو ريهد، الله كيهن يېعليبهوم (ليلل-عېدېووا تا' ل-اسلام مينعاير. تاقبيد، يزدا. ريهدكوم. تيتقابدو ماعهوم) بيهش يگارراب ليل وحود ميننكوم ب'شولشين. و داوك لي نقاتلو عال الله، هووا ما هوويهش سې يگيب فيش-شېين ل- عېمېييېل تاعهوم
47,Muhammad,5,Huwa sejurihom it-triq u jtejjeb il-qagħda tagħhom,هووا سېيوريهوم يت-تريق و يتېييېب يل-قاعدا تاعهوم
47,Muhammad,6,U jdaħħalhom il-Genna (li kien) għarrafhielhom,و يداححالهوم يل-گېننا (لي كيهن) عاررافهيهلهوم
47,Muhammad,7,"Intom li temmnu, jekk tgħinu (fil-kawza) ta' Alla, Huwa. jgħinkom u jsaħħaħ riglejkom",ينتوم لي تېممنو، يېكك تعينو (فيل-كاوزا) تا' الله، هووا. يعينكوم و يساححاح ريگلېيكوم
47,Muhammad,8,"Izda dawk li ma jemmnux, għalihom hemm il-qerda, u Huwa jgib fix-xejn l-għemejjel tagħhom",يزدا داوك لي ما يېممنوش، عاليهوم هېمم يل-قېردا، و هووا يگيب فيش-شېين ل-عېمېييېل تاعهوم
47,Muhammad,9,"Dan għaliex huma bagħdu dak li Alla nizzel, u Huwa xejjen l-għemejjel tagħhom",دان عاليهش هوما باعدو داك لي الله نيززېل، و هووا شېييېن ل-عېمېييېل تاعهوم
47,Muhammad,10,"Jaqaw ma terrqux fl-art u ma rawx kif kien it-tmiem ta' dawk (li għexu) qabilhom/ Alla gab il-qerda fuqhom, u dawk li ma jemmnux se jkollhom (tmiem) bħalu",ياقاو ما تېررقوش فل-ارت و ما راوش كيف كيهن يت-تميهم تا' داوك (لي عېشو) قابيلهوم/ الله گاب يل-قېردا فوقهوم، و داوك لي ما يېممنوش سې يكوللهوم (تميهم) بحالو
47,Muhammad,11,"Dan għaliex Alla jħares lil dawk li jemmnu, u dawk li ma. jemmnux ma għandhom lil ħadd min iħarishom",دان عاليهش الله يحارېس ليل داوك لي يېممنو، و داوك لي ما. يېممنوش ما عاندهوم ليل حادد مين يحاريسهوم
47,Muhammad,12,"Alla tabilħaqq idaħħal lil dawk li jemmnu u jagħmlu l- gid f'Gonna (ta' l-Għeden) bix-xmajjar jigru taħthom. Izda dawk li ma jemmnux, igawdu u jieklu bħalma jieklu l-frat, u n-Nar ikun għamara għalihom",الله تابيلحاقق يداححال ليل داوك لي يېممنو و ياعملو ل- گيد ف'گوننا (تا' ل-عېدېن) بيش-شماييار ييگرو تاحتهوم. يزدا داوك لي ما يېممنوش، يگاودو و ييهكلو بحالما ييهكلو ل-فرات، و ن-نار يكون عامارا عاليهوم
47,Muhammad,13,"U (ftakar Muħammad) kemm-il belt qridna (li kiener) aqwa mill-belt tiegħek li keccietek, u (nies dawk l-ibliet) ma kellhomx min jgħinhom",و (فتاكار محمد) كېمم-يل بېلت قريدنا (لي كيهنېر) اقوا ميلل-بېلت تيهعېك لي كېككيهتېك، و (نيهس داوك ل-يبليهت) ما كېللهومش مين يعينهوم
47,Muhammad,14,"Jaqaw dak li għandu sinjal car (il-Qoran) minn Sidu huwa bħal dak li zzejjinlu l-ħazen ta' għemilu, u (dawk li) jimxu wara x-xewqat tagħhom",ياقاو داك لي عاندو سينيال كار (يل-قرآن) مينن سيدو هووا بحال داك لي ززېييينلو ل-حازېن تا' عېميلو، و (داوك لي) ييمشو وارا ش-شېوقات تاعهوم
47,Muhammad,15,"Ix-xbieha tal-Genna mwiegħda lil dawk li jibzgħu minn Alla (hija din): fiha xmajjar b'ilma gieri, mhux qiegħed: xmajjar ta' ħalib li togħmtu ma tinbidilx, xmajjar ta' nbid bnin għal min jixrob, u xmajjar ta' għasel imsoffi. Fiha wkoll ikollhom mill-frott kollu, u (ikollhom) maħfra minn Sidhom. (Jaqaw min igawdi dan kollu huwa) bħal min jinsab fin-Nar għal-dejjem, u jingħataw jixorbu ilma jagħli li jqatta' l-gewwieni tagħhom",يش-شبيهها تال-گېننا مويهعدا ليل داوك لي ييبزعو مينن الله (هييا دين): فيها شماييار ب'يلما گيهري، مهوش قيهعېد: شماييار تا' حاليب لي توعمتو ما تينبيديلش، شماييار تا' نبيد بنين عال مين ييشروب، و شماييار تا' عاسېل يمسوففي. فيها وكولل يكوللهوم ميلل-فروتت كوللو، و (يكوللهوم) ماحفرا مينن سيدهوم. (ياقاو مين يگاودي دان كوللو هووا) بحال مين يينساب فين-نار عال-دېييېم، و يينعاتاو ييشوربو يلما ياعلي لي يقاتتا' ل-گېوويهني تاعهوم
47,Muhammad,16,"Hemm minnhom (ta' wicc b'ieħor) li jisimgħuk (Muħammad), imbagħad meta joħorgu mingħandek. jgħidu lil dawk li ngħataw l-għarfien: 'X' għadu kif qal) Dawk huma li Alla għamel sigill fuq qlubhom, u li jimxu wara x-xewqat tagħhom",هېمم ميننهوم (تا' ويكك ب'يهحور) لي ييسيمعوك (محمد)، يمباعاد مېتا يوحورگو مينعاندېك. يعيدو ليل داوك لي نعاتاو ل-عارفيهن: 'ش' عادو كيف قال) داوك هوما لي الله عامېل سيگيلل فوق قلوبهوم، و لي ييمشو وارا ش-شېوقات تاعهوم
47,Muhammad,17,"U dawk li mxew fit-triq it-tajba, Alla jzidhom fit- tmexxija t-tajba u jagħtihom it-tjieba tagħhom (u l-biza' ta' Alla)",و داوك لي مشېو فيت-تريق يت-تايبا، الله يزيدهوم فيت- تمېششييا ت-تايبا و ياعتيهوم يت-تييهبا تاعهوم (و ل-بيزا' تا' الله)
47,Muhammad,18,Jaqaw (dawk li ma jemmnux) ma jistennewx għajr li tigihom is-Siegħa għal għarrieda 7 Tassew li diga waslu s- sinjali tagħha. U x'se tiswielhom it-tifkira (tal-Qoran) galadarba (is-Siegħa) tkun diga waslet fuqhom,ياقاو (داوك لي ما يېممنوش) ما ييستېننېوش عاير لي تيگيهوم يس-سيهعا عال عارريهدا 7 تاسسېو لي ديگا واسلو س- سينيالي تاعها. و ش'سې تيسويهلهوم يت-تيفكيرا (تال-قرآن) گالاداربا (يس-سيهعا) تكون ديگا واسلېت فوقهوم
47,Muhammad,19,"Mela kun af (Muħammad) li ma hemmx alla ħlief Alla, u itlob maħfra għal dnubek, u għal dawk l-irgiel u n-nisa li jemmnu. Alla jaf ic-caqliq tagħkom u (jaf ukoll) fejn tistrieħu u torqdu",مېلا كون اف (محمد) لي ما هېممش الله حليهف الله، و يتلوب ماحفرا عال دنوبېك، و عال داوك ل-يرگيهل و ن-نيسا لي يېممنو. الله ياف يك-كاقليق تاعكوم و (ياف وكولل) فېين تيستريهحو و تورقدو
47,Muhammad,20,"Dawkri jemmnu jgħidu: ''Għaliex ma titnizzilx xi sura (li tamar. biex nitqabdu għar-religjonj 7' Meta titnizzel sura cara u preciza li fiha jissemma t-taqbid, inti (Muħammad) tara lil-dawk li fi qlubhom hemm marda jħarsu lejk b'ħarsa ta' min hu mbezza' mill-mewt. (Tkun) aħjar għalihom",داوكري يېممنو يعيدو: ''عاليهش ما تيتنيززيلش شي سورا (لي تامار. بيهش نيتقابدو عار-رېليگيوني 7' مېتا تيتنيززېل سورا كارا و پرېكيزا لي فيها ييسسېمما ت-تاقبيد، ينتي (محمد) تارا ليل-داوك لي في قلوبهوم هېمم ماردا يحارسو لېيك ب'حارسا تا' مين هو مبېززا' ميلل-مېوت. (تكون) احيار عاليهوم
47,Muhammad,21,"ubbidjenza (lil Alla u lill-Profeta) u kelma tajbal U meta l-kwistjoni tkun maqtugħa (dwar il-ħtiega li jitqabdu għar-religjon), kieku zammu. kelmithom ma' Alla. (u tqabdu kif kien dmirhom li jagħmlu), kien ikun aħjar għalihom",وببيديېنزا (ليل الله و ليلل-پروفېتا) و كېلما تايبال و مېتا ل-كويستيوني تكون ماقتوعا (دوار يل-حتيهگا لي ييتقابدو عار-رېليگيون)، كيهكو زاممو. كېلميتهوم ما' الله. (و تقابدو كيف كيهن دميرهوم لي ياعملو)، كيهن يكون احيار عاليهوم
47,Muhammad,22,"U jekk ma tagħtux kas (l-armar biex titqabdu); u terggħu għalli kontu, taħsbu li m'intomx se tagħmlu ħsara fuq l-art, u taqtgħu r-rabtiet ta' qrubija bejnietkom",و يېكك ما تاعتوش كاس (ل-ارمار بيهش تيتقابدو)؛ و تېرگعو عاللي كونتو، تاحسبو لي م'ينتومش سې تاعملو حسارا فوق ل-ارت، و تاقتعو ر-رابتيهت تا' قروبييا بېينيهتكوم
47,Muhammad,23,"Dawk huma li Alla seħet, u għalhekk tarraxhom (biex ma jisimgħux is-sewwa) u għamielhom dawl għajnejhom (biex ma jsibux it-triq id-dritta)",داوك هوما لي الله سېحېت، و عالهېكك تارراشهوم (بيهش ما ييسيمعوش يس-سېووا) و عاميهلهوم داول عاينېيهوم (بيهش ما يسيبوش يت-تريق يد-دريتتا)
47,Muhammad,24,Mela ma jixtarrux. il-Qoran 7 Jew fuq qlubhom. hemm sokriet (maqfula),مېلا ما ييشتارروش. يل-قرآن 7 يېو فوق قلوبهوم. هېمم سوكريهت (ماقفولا)
47,Muhammad,25,"Dawk li reggħu lura għalli kienu, wara li. ntweriet lilhom it-tmexxija t-tajba, ix-Xitan ħajjarhom (jagħmlu hekk) u qanqal fihom tamiet (foloz)",داوك لي رېگعو لورا عاللي كيهنو، وارا لي. نتوېريهت ليلهوم يت-تمېششييا ت-تايبا، يش-شيتان حاييارهوم (ياعملو هېكك) و قانقال فيهوم تاميهت (فولوز)
47,Muhammad,26,"Dan għaliex (l-ipokriti li kienu wiegħdu li se jitqabdu għal Alla, imma ma tqabdux) qalu lil-dawk (il-Chud) li kienu jobogħdu dak li Alla nizzel (il-Qoran): 'Se nobdukom. f'parti mill-kwistjoni (tat-taqbid, għaliex m'aħniex se nitqabdu).' Izda Alla jaf is-sigrieti tagħhom",دان عاليهش (ل-يپوكريتي لي كيهنو ويهعدو لي سې ييتقابدو عال الله، يمما ما تقابدوش) قالو ليل-داوك (يل-كهود) لي كيهنو يوبوعدو داك لي الله نيززېل (يل-قرآن): 'سې نوبدوكوم. ف'پارتي ميلل-كويستيوني (تات-تاقبيد، عاليهش م'احنيهش سې نيتقابدو).' يزدا الله ياف يس-سيگريهتي تاعهوم
47,Muhammad,27,Mela kif (se tkun il-qagħda ta' l-ipokriti) meta l-angli tal-kastig). jeħdulhom: ħajjithom u jidorbuhom fuq wicchom u daharhom,مېلا كيف (سې تكون يل-قاعدا تا' ل-يپوكريتي) مېتا ل-انگلي تال-كاستيگ). يېحدولهوم: حايييتهوم و ييدوربوهوم فوق ويككهوم و داهارهوم
47,Muhammad,28,"Dan għaliex huma mxew wara dak li għaddab lil Alla, u (għaliex. huma) kienu jobogħdu l-għaxqa tiegħu. Għalhekk Huwa xejjen l-għemejjel tagħhom",دان عاليهش هوما مشېو وارا داك لي عادداب ليل الله، و (عاليهش. هوما) كيهنو يوبوعدو ل-عاشقا تيهعو. عالهېكك هووا شېييېن ل-عېمېييېل تاعهوم
47,Muhammad,29,Jaqaw dawk. (l-ipokriti) li fi qlubhom hemm marda jaħsbu li Alla ma huwiex se joħrog fil-beraħ il-mibegħda kbira tagħhom (/ejn l-Islam u l-Misilmin),ياقاو داوك. (ل-يپوكريتي) لي في قلوبهوم هېمم ماردا ياحسبو لي الله ما هوويهش سې يوحروگ فيل-بېراح يل-ميبېعدا كبيرا تاعهوم (/ېين ل-اسلام و ل-ميسيلمين)
47,Muhammad,30,"Kieku ridna. (Muħammad) konna. nuruhomlok (l- ipokriti), u kont tagħrafhom mis-sinjali. tagħhom. Inti tassew tagħrafhom mill-ħazen tal-kliem (tagħhom u ta' għemilhom). Alla jaf l-għemejjel tagħkom",كيهكو ريدنا. (محمد) كوننا. نوروهوملوك (ل- يپوكريتي)، و كونت تاعرافهوم ميس-سينيالي. تاعهوم. ينتي تاسسېو تاعرافهوم ميلل-حازېن تال-كليهم (تاعهوم و تا' عېميلهوم). الله ياف ل-عېمېييېل تاعكوم
47,Muhammad,31,"Aħna tassew ingarrbukom biex inkunu nafu min minnkom: huma: l-gellieda (għar-religjon) u dawk. li jistabru, u ngarrbu (ukoll) l-għemejjel tagħkom (it-tajbin tt l-ħziena)",احنا تاسسېو ينگارربوكوم بيهش ينكونو نافو مين ميننكوم: هوما: ل-گېلليهدا (عار-رېليگيون) و داوك. لي ييستابرو، و نگارربو (وكولل) ل-عېمېييېل تاعكوم (يت-تايبين تت ل-حزيهنا)
47,Muhammad,32,"Tabilħaqq li dawk li-ma jemmnux, li jzommu (Zif ħaddieħor) mit-triq ta' Alla, u jeħduha kontra l-Profeta, wara li-ntweritilhom bic-car it-tmexxija t-tajba, xejn ma huma se jagħmlu ħsara lil Alla, u Huwa jxejnilhom l- għemejjel tagħhom",تابيلحاقق لي داوك لي-ما يېممنوش، لي يزوممو (زيف حادديهحور) ميت-تريق تا' الله، و يېحدوها كونترا ل-پروفېتا، وارا لي-نتوېريتيلهوم بيك-كار يت-تمېششييا ت-تايبا، شېين ما هوما سې ياعملو حسارا ليل الله، و هووا يشېينيلهوم ل- عېمېييېل تاعهوم
47,Muhammad,33,"Intom li-temmnu, obdu lil-Alla, obdu lill-Mibgħut (tiegħu), u la ggibux fix-xejn l-għemejjel tagħkom",ينتوم لي-تېممنو، وبدو ليل-الله، وبدو ليلل-ميبعوت (تيهعو)، و لا گگيبوش فيش-شېين ل-عېمېييېل تاعكوم
47,Muhammad,34,"Tabilħaqq li dawk li ma jemmnux, li jzommu (lil ħaddieħor). mit-triq ta' Alla; imbagħad imutu bla twemmin, Alla ma huwiex se jaħfrilhom",تابيلحاقق لي داوك لي ما يېممنوش، لي يزوممو (ليل حادديهحور). ميت-تريق تا' الله؛ يمباعاد يموتو بلا توېممين، الله ما هوويهش سې ياحفريلهوم
47,Muhammad,35,"Mela la tiddgħajfux, u ssejħux għas-sliem (qabel ma ssir gustizzja), meta intom minn fuql U Alla magħkom u ma jnaqqsilkomx l-għemejjel (tajba) tagħkom",مېلا لا تيددعايفوش، و سسېيحوش عاس-سليهم (قابېل ما سسير گوستيززيا)، مېتا ينتوم مينن فوقل و الله ماعكوم و ما يناققسيلكومش ل-عېمېييېل (تايبا) تاعكوم
47,Muhammad,36,"Il-ħajja tad-dinja hija biss logħob u mogħdija ta' zmien, u jekk temmnu u tibzgħu minn Alla, jagħtikom ħlaskom u ma jitlobkomx gidkom (biex 1on/guh kollu għal Alla)",يل-حاييا تاد-دينيا هييا بيسس لوعوب و موعدييا تا' زميهن، و يېكك تېممنو و تيبزعو مينن الله، ياعتيكوم حلاسكوم و ما ييتلوبكومش گيدكوم (بيهش 1ون/گوه كوللو عال الله)
47,Muhammad,37,"Li kieku jitlobhulkom u jagħfaskom. (biex tonfej kollu), kieku tixxaħħu. (miegħu), u Huwa joħrog (minnkom) il-mibegħda tagħkom (fil-beraħ)",لي كيهكو ييتلوبهولكوم و ياعفاسكوم. (بيهش تونفېي كوللو)، كيهكو تيششاححو. (ميهعو)، و هووا يوحروگ (ميننكوم) يل-ميبېعدا تاعكوم (فيل-بېراح)
47,Muhammad,38,"Hawn intom, dawk li tissejħu biex tonfqu għal Alla. izda hemm. minnkom min. jixxaħħaħ. Min jixxaħħaħ, ikun jixxaħħaħ biss miegħu nnifsu. Alla huwa l-Għani, u intom il-foqra. U jekk terggħu lura għalli kontu, Huwa. jibdilkom ma' gens ieħor, u mbagħad (dawn in-nies) ma' jkunux bħalkom",هاون ينتوم، داوك لي تيسسېيحو بيهش تونفقو عال الله. يزدا هېمم. ميننكوم مين. ييششاححاح. مين ييششاححاح، يكون ييششاححاح بيسس ميهعو ننيفسو. الله هووا ل-عاني، و ينتوم يل-فوقرا. و يېكك تېرگعو لورا عاللي كونتو، هووا. ييبديلكوم ما' گېنس يهحور، و مباعاد (داون ين-نيهس) ما' يكونوش بحالكوم
48,Al-Fath,1,Tabilħaqq rebbaħniek. (Muħammad) (rebħa bic-car. (f'Mekka),تابيلحاقق رېبباحنيهك. (محمد) (رېبحا بيك-كار. (ف'مېككا)
48,Al-Fath,2,"biex Alla jaħfirlek dnubek ta' qabel u ta' wara, igib fil- milja tagħha l-grazzja tiegħu fuqek, u jmexxik fi triq dritta",بيهش الله ياحفيرلېك دنوبېك تا' قابېل و تا' وارا، يگيب فيل- ميليا تاعها ل-گراززيا تيهعو فوقېك، و يمېششيك في تريق دريتتا
48,Al-Fath,3,Alla jagħtik rebħa kbira,الله ياعتيك رېبحا كبيرا
48,Al-Fath,4,"Huwa li (f'Ħudajbija) nizzel ir-rahan tas-sliem fi qlub dawk li jemmnu biex jizdiedu fi twemminhom.f' Ta' Alla huma l-qawwiet tas-smewwiet u ta' l-art (l-angli, il-ginn, il-beraq, it-thezziz ta' l-art, il-bhejjem, u qawwiet oħra li ħadd ma jegħlibhom). Alla jaf kollox, l-Għaref",هووا لي (ف'حودايبييا) نيززېل ير-راهان تاس-سليهم في قلوب داوك لي يېممنو بيهش ييزديهدو في توېممينهوم.ف' تا' الله هوما ل-قاوويهت تاس-سمېوويهت و تا' ل-ارت (ل-انگلي، يل-گينن، يل-بېراق، يت-تهېززيز تا' ل-ارت، يل-بهېييېم، و قاوويهت وحرا لي حادد ما يېعليبهوم). الله ياف كوللوش، ل-عارېف
48,Al-Fath,5,"biex idaħħal lill-irgiel u lin-nisa li jemmnu f'Gonna bix- xmajjar jigru taħthom, biex fihom jibqgħu għal dejjem, u jħassrilhom l-għemejjel ħziena tagħhom dik tkun rebħa kbira quddiem Alla",بيهش يداححال ليلل-يرگيهل و لين-نيسا لي يېممنو ف'گوننا بيش- شماييار ييگرو تاحتهوم، بيهش فيهوم ييبقعو عال دېييېم، و يحاسسريلهوم ل-عېمېييېل حزيهنا تاعهوم ديك تكون رېبحا كبيرا قودديهم الله
48,Al-Fath,6,"u biex jikkastiga lill-irgiel u lin-nisa ipokriti, u lill-irgiel u lin-nisa li jxierku allat foloz ma' Alla, li jaħsbu ħazin f'Alla. Ħalli jdur fuqhom il-ħazen (u d-deni li jixtiequ lil dawk li jemmnu)t Alla jagħdab għalihom u jisħethom, u ħejjielhom l-Infern tmiem ħazin (tassew)i",و بيهش ييككاستيگا ليلل-يرگيهل و لين-نيسا يپوكريتي، و ليلل-يرگيهل و لين-نيسا لي يشيهركو اللات فولوز ما' الله، لي ياحسبو حازين ف'الله. حاللي يدور فوقهوم يل-حازېن (و د-دېني لي ييشتيهقو ليل داوك لي يېممنو)ت الله ياعداب عاليهوم و ييسحېتهوم، و حېيييهلهوم ل-ينفېرن تميهم حازين (تاسسېو)ي
48,Al-Fath,7,"Ta' Alla huma l-qawwiet tas-smewwiet u ta' l-art. Alla: Felħan, Għaref",تا' الله هوما ل-قاوويهت تاس-سمېوويهت و تا' ل-ارت. الله: فېلحان، عارېف
48,Al-Fath,8,Aħna tabilħaqq bgħatniek xhud u wieħed li jagħti l- bxara u jwissi,احنا تابيلحاقق بعاتنيهك شهود و ويهحېد لي ياعتي ل- بشارا و يويسسي
48,Al-Fath,9,"biex temmnu f'Alla u fil-Mibgħut tiegħu, u biex tkunu ta' għajnuna għalih, tagħtuh gieħ, u ssebbħub (lil 4/la) filgħodu u filgħaxija",بيهش تېممنو ف'الله و فيل-ميبعوت تيهعو، و بيهش تكونو تا' عاينونا عاليه، تاعتوه گيهح، و سسېببحوب (ليل 4/لا) فيلعودو و فيلعاشييا
48,Al-Fath,10,"Tabilħaqq li dawk li jaħilfu fedelta lejk (Muħammad) ma jkunux jaħilfu fedelta jekk mhux lejn Alla. Id Alla tkun fuq idejhom. Min jikser (dik) ir-rabta, ma jiksirhiex jekk mhux bi ħsara għalih innifsu, u min izomm il- wegħda tiegħu ma' Alla, (A//a) se jagħtih ħlas kbir",تابيلحاقق لي داوك لي ياحيلفو فېدېلتا لېيك (محمد) ما يكونوش ياحيلفو فېدېلتا يېكك مهوش لېين الله. يد الله تكون فوق يدېيهوم. مين ييكسېر (ديك) ير-رابتا، ما ييكسيرهيهش يېكك مهوش بي حسارا عاليه يننيفسو، و مين يزومم يل- وېعدا تيهعو ما' الله، (ا//ا) سې ياعتيه حلاس كبير
48,Al-Fath,11,"Il-bedwini (ta' Medina) li baqgħu lura (u ma' ħargux jitqabdu miegħek, Muħammad) se jgħidulek: ''Konna mħabbtin b'gidna u b'niesna (u għalhekk ma stajniex noħorgu nitqabdu). Għalhekk itlob maħfra għalina.' Bi lsienhom jgħidu dak li ma huwiex fi qlubhom. Għid(ilhom Muħammad): ''Min jista' jagħmlilkom xi ħaga quddiem Alla, jekk Huwa jridilkom xi ħsara, jew iridilkom xi fejda 7' Lel Alla jaf sew b'dak li tagħmlu",يل-بېدويني (تا' مېدينا) لي باقعو لورا (و ما' حارگوش ييتقابدو ميهعېك، محمد) سې يعيدولېك: ''كوننا محاببتين ب'گيدنا و ب'نيهسنا (و عالهېكك ما ستاينيهش نوحورگو نيتقابدو). عالهېكك يتلوب ماحفرا عالينا.' بي لسيهنهوم يعيدو داك لي ما هوويهش في قلوبهوم. عيد(يلهوم محمد): ''مين ييستا' ياعمليلكوم شي حاگا قودديهم الله، يېكك هووا يريديلكوم شي حسارا، يېو يريديلكوم شي فېيدا 7' لېل الله ياف سېو ب'داك لي تاعملو
48,Al-Fath,12,"Let Intom ħsibtu li l-Mibgħut (Muħammad) u dawk li jemmnu (il-Misilmin) ma kienu se jerggħu lura qatt lejn qrabathom (f'Medina għaliex ħsibtu li l-pagani Mekkin se joqtluhom); dak (il-ħsieb) dehrilkom sabiħ fi qlubkom u ħsibtu ħazin, Intom kontu nies meqrudin",لېت ينتوم حسيبتو لي ل-ميبعوت (محمد) و داوك لي يېممنو (يل-ميسيلمين) ما كيهنو سې يېرگعو لورا قاتت لېين قراباتهوم (ف'مېدينا عاليهش حسيبتو لي ل-پاگاني مېككين سې يوقتلوهوم)؛ داك (يل-حسيهب) دېهريلكوم سابيح في قلوبكوم و حسيبتو حازين، ينتوم كونتو نيهس مېقرودين
48,Al-Fath,13,U min m'emminx f'Alla u fil-Mibgħut tiegħu (għandi jkun jaf) li Aħna tabilħaqq ħejjejna Nar iħeggeg għal dawk li caħdu t-twemmin,و مين م'ېممينش ف'الله و فيل-ميبعوت تيهعو (عاندي يكون ياف) لي احنا تابيلحاقق حېييېينا نار يحېگگېگ عال داوك لي كاحدو ت-توېممين
48,Al-Fath,14,"Ta' Alla (hija) is-saltna fuq is-smewwiet u fuq l-art. Huwa jaħfer lil min irid, u jikkastiga lil-min irid. Alla Kollu Maħfra, il-Ħanin",تا' الله (هييا) يس-سالتنا فوق يس-سمېوويهت و فوق ل-ارت. هووا ياحفېر ليل مين يريد، و ييككاستيگا ليل-مين يريد. الله كوللو ماحفرا، يل-حانين
48,Al-Fath,15,"Dawkli baqgħu lura (u ma ħargux jitqabdu) se jgħidu (hekk) meta toħorgu biex tieħdu l-priza; 'Ħalluna nigu warajkom. ' Huma jridu jbiddlu kliem Alla (/i wiegħed il- priza lil dawk biss li ħargu mal-Profeta). Għid(ilhom Muħammad): ''M'intomx gejjin warajnal Hekk qal Alla, qabel.' Se jgħidu(/kom): 'Lel Intom tgħiru għalina ' Le, (mhux hekk)l Ma kinux jifhmu, għajr ftit",داوكلي باقعو لورا (و ما حارگوش ييتقابدو) سې يعيدو (هېكك) مېتا توحورگو بيهش تيهحدو ل-پريزا؛ 'حاللونا نيگو وارايكوم. ' هوما يريدو يبيددلو كليهم الله (/ي ويهعېد يل- پريزا ليل داوك بيسس لي حارگو مال-پروفېتا). عيد(يلهوم محمد): ''م'ينتومش گېييين واراينال هېكك قال الله، قابېل.' سې يعيدو(/كوم): 'لېل ينتوم تعيرو عالينا ' لې، (مهوش هېكك)ل ما كينوش ييفهمو، عاير فتيت
48,Al-Fath,16,"Għid (Muħammad) lill-bedwini (ta' Medina) li baqgħu lura (u ma ħargux jitqabdu miegħek meta mort Mekka): 'Se tissejħu (biex titqabdu) ma' nies ta' qilla kbira. (Jew) titqabdu magħhom, jew isiru Misilmin (b/a taqbid). U jekk tobdu, Alla jagħtikom ħlas tajjeb. Izda jekk terggħu lura (u ma toħorgux għat-tagbid), bħalma. rgajtu lura qabel, Huwa jagħtikom kastig ta' wgigħi",عيد (محمد) ليلل-بېدويني (تا' مېدينا) لي باقعو لورا (و ما حارگوش ييتقابدو ميهعېك مېتا مورت مېككا): 'سې تيسسېيحو (بيهش تيتقابدو) ما' نيهس تا' قيللا كبيرا. (يېو) تيتقابدو ماعهوم، يېو يسيرو ميسيلمين (ب/ا تاقبيد). و يېكك توبدو، الله ياعتيكوم حلاس تاييېب. يزدا يېكك تېرگعو لورا (و ما توحورگوش عات-تاگبيد)، بحالما. رگايتو لورا قابېل، هووا ياعتيكوم كاستيگ تا' وگيعي
48,Al-Fath,17,"Ma hemm ebda ħtija fuq l-agħma, u la fuq iz-zopp; u lanqas fuq il-marid ma hemm ħtija (jekk ma joħorgux jitqabdu mal-bqija tal-Misilmin). U min joqgħod għal Alla u għall-Mibgħut tiegħu, Huwa jdaħħlu f'Gonna bix- xmajjar jigru taħthom, izda min jerga' lura ( 4 mi jitqabadx), Huwa jagħtih kastig ta' wgigħ",ما هېمم ېبدا حتييا فوق ل-اعما، و لا فوق يز-زوپپ؛ و لانقاس فوق يل-ماريد ما هېمم حتييا (يېكك ما يوحورگوش ييتقابدو مال-بقييا تال-ميسيلمين). و مين يوقعود عال الله و عالل-ميبعوت تيهعو، هووا يداححلو ف'گوننا بيش- شماييار ييگرو تاحتهوم، يزدا مين يېرگا' لورا ( 4 مي ييتقابادش)، هووا ياعتيه كاستيگ تا' وگيع
