surah_number,surah_name,ayat_number,text_latin,text_arabic,source_status,publishable
51,Zäriýät,1,"Ol tozadyp, (guma) garyp barýan ýellere!",ئول توزادیپ، (گۇما) گاریپ باریان یەللەرە!,OK,True
51,Zäriýät,2,(Ýagyş) ýüklenen bulutlara!,(یاگیش) یۈکلەنەن بۇلۇتلارا!,OK,True
51,Zäriýät,3,Aňsat akýan (ýagyş damjalaryna)!,اڭسات اکیان (یاگیش دامجالارینا)!,OK,True
51,Zäriýät,4,"Buýruklary (rysgallary, ýagyşlary) paýlaýan (perişdelere) kasam bolsun!",بۇیرۇکلاری (ریسگاللاری، یاگیشلاری) پایلایان (پەریشدەلەرە) کاسام بولسۇن!,OK,True
51,Zäriýät,5,"Size wada berlen (direliş), elbetde dogrudyr.",سیزە وادا بەرلەن (دیرەلیش)، ئەلبەتدە دوگرۇدیر۔,OK,True
51,Zäriýät,6,"Takyk, din (jeza güni) hökman amala aşar.",تاکیک، دین (جەزا گۈنی) ھۆکمان امالا اشار۔,OK,True
51,Zäriýät,7,(Ýyldyzlaryň) oklaryna eýe asmana kasam bolsun!,(ییلدیزلاریڭ) ئوکلارینا ئەیە اسمانا کاسام بولسۇن!,OK,True
51,Zäriýät,8,"Takyk, siz gapma-garşy sözleri aýdýarsyňyz.",تاکیک، سیز گاپما-گارشی سۆزلەری ایدیارسیڭیز۔,OK,True
51,Zäriýät,9,Ondan (Kurandan) diňe akylyny ýitiren ýüz öwrer.,ئوندان (قرآن‌دان) دیڭە اکیلینی ییتیرەن یۈز ئۆورەر۔,OK,True
51,Zäriýät,10,Ol ýalançylara heläkçilik bolsun!,ئول یالانچیلارا ھەلەکچیلیک بولسۇن!,OK,True
51,Zäriýät,11,Olar nadanlyk içinde bolan gapyllardyr.,ئولار نادانلیک ئیچیندە بولان گاپیللاردیر۔,OK,True
51,Zäriýät,12,Olar (ýaňsylap): «Ol din (hasap) güni haçan (bolar)?» diýip sorarlar.,ئولار (یاڭسیلاپ): «ئول دین (ھاساپ) گۈنی ھاچان (بولار)؟» دیییپ سورارلار۔,OK,True
51,Zäriýät,13,Ol gün (kyýamatda) olar oduň üstünde synag edilerler (gaýnarlar).,ئول گۈن (کییاماتدا) ئولار ئودۇڭ ئۈستۈندە سیناگ ئەدیلەرلەر (گاینارلار)۔,OK,True
51,Zäriýät,14,(Olara): «Eden pitneleriňiziň (netijesini) dadyň! Bu siziň gelmegine howlugan zadyňyz» (diýler).,(ئولارا): «ئەدەن پیتنەلەریڭیزیڭ (نەتیجەسینی) دادیڭ! بۇ سیزیڭ گەلمەگینە ھوولۇگان زادیڭیز» (دییلەر)۔,OK,True
51,Zäriýät,15,"Takyk, takwalar jennetlerde we çeşmeleriň (kenaryndadyrlar).",تاکیک، تقویلار جەننەتلەردە وە چەشمەلەریڭ (کەناریندادیرلار)۔,OK,True
51,Zäriýät,16,Olar özleriniň Perwerdigäriniň beren,ئولار ئۆزلەرینیڭ پەروەردیگەرینیڭ بەرەن,OK,True
51,Zäriýät,17,Olar gijesine az uklaýardylar.,ئولار گیجەسینە از ئۇکلایاردیلار۔,OK,True
51,Zäriýät,18,Olar säher wagtlary (Alladan) günäleriniň geçilmegini dileýärdiler.,ئولار سەھەر واگتلاری (الله‌دان) گۈنەلەرینیڭ گەچیلمەگینی دیلەیەردیلەر۔,OK,True
51,Zäriýät,19,Olaryň mal-mülklerinde dilegçileriň (mätäçleriň) hem-de (emläkden) mahrum bolanlaryň haklary bardyr.,ئولاریڭ مال-مۈلکلەریندە دیلەگچیلەریڭ (مەتەچلەریڭ) ھەم-دە (ئەملەکدەن) ماھرۇم بولانلاریڭ ھاکلاری باردیر۔,OK,True
51,Zäriýät,20,Anyk ynanmak isleýänlere ýer ýüzünde (birnäçe) alamatlar bardyr.,انیک ینانماک ئیسلەیەنلەرە یەر یۈزۈندە (بیرنەچە) الاماتلار باردیر۔,OK,True
51,Zäriýät,21,"Görmeýärsiňizmi, siziň (hut) özüňizde (hem şonuň ýaly alamatlar) bardyr.",گۆرمەیەرسیڭیزمی، سیزیڭ (ھۇت) ئۆزۈڭیزدە (ھەم شونۇڭ یالی الاماتلار) باردیر۔,OK,True
51,Zäriýät,22,Asmanda hem siziň rysgalyňyz we size wada berlen zat bardyr.,اسماندا ھەم سیزیڭ ریسگالیڭیز وە سیزە وادا بەرلەن زات باردیر۔,OK,True
51,Zäriýät,23,"Asmanyň we ýeriň Perwerdigärine kasam bolsun! Takyk, bu (wada berlen zat) siziň gepleýşiňiziň (hakykat bolşy) ýaly, hakykatdyr.",اسمانیڭ وە یەریڭ پروردگارینه کاسام بولسۇن! تاکیک، بۇ (وادا بەرلەن زات) سیزیڭ گەپلەیشیڭیزیڭ (ھاکیکات بولشی) یالی، ھاکیکاتدیر۔,OK,True
51,Zäriýät,24,Saňa Ybraýymyň hormatly myhmanlarynyň (perişdeleriň) habary geldimi?,ساڭا یبراییمیڭ ھورماتلی میھمانلارینیڭ (پەریشدەلەریڭ) ھاباری گەلدیمی؟,OK,True
51,Zäriýät,25,Olar onuň (Ybraýymyň) ýanyna gelende «Salam!» diýipdiler. Ol hem: «Size-de salam!» diýipdi. (Emma içinden): «Bular meniň tanamaýan adamlarym (eýgilik bolsun-da)» diýipdi.,ئولار ئونۇڭ (یبراییمیڭ) یانینا گەلەندە «سالام!» دیییپدیلەر۔ ئول ھەم: «سیزە-دە سالام!» دیییپدی۔ (ئەمما ئیچیندەن): «بۇلار مەنیڭ تانامایان اداملاریم (ئەیگیلیک بولسۇن-دا)» دیییپدی۔,OK,True
51,Zäriýät,26,"Ol (olara tagam getirmek üçin) gizlinlikde maşgalasynyň ýanyna gidip, semiz göläniň (etinden tagam) getirdi.",ئول (ئولارا تاگام گەتیرمەک ئۈچین) گیزلینلیکدە ماشگالاسینیڭ یانینا گیدیپ، سەمیز گۆلەنیڭ (ئەتیندەن تاگام) گەتیردی۔,OK,True
51,Zäriýät,27,Olaryň öňlerinde goýup: «(Tagam) iýmezmisiňiz!» diýdi.,ئولاریڭ ئۆڭلەریندە گویۇپ: «(تاگام) ئییمەزمیسیڭیز!» دییدی۔,OK,True
51,Zäriýät,28,Şol wagt (onuň) içine olardan bir gorky düşdi. Olar: «Gorkma!» diýdiler we oňa (ulalanda) alym (bolup ýetişjek) bir perzendiniň boljagyny buşladylar.,شول واگت (ئونۇڭ) ئیچینە ئولاردان بیر گورکی دۈشدی۔ ئولار: «گورکما!» دییدیلەر وە ئوڭا (ئۇلالاندا) الیم (بولۇپ یەتیشجەک) بیر پەرزەندینیڭ بولجاگینی بۇشلادیلار۔,OK,True
51,Zäriýät,29,"Onuň (öýüň beýleki burçunda oturan) aýaly (muny eşidip) geldi, ellerini ýüzüne urup, gaty ses bilen: «(Men) bir önelgesiz kempir (ahyry)!» diýdi.",ئونۇڭ (ئۆیۈڭ بەیلەکی بۇرچۇندا ئوتۇران) ایالی (مۇنی ئەشیدیپ) گەلدی، ئەللەرینی یۈزۈنە ئۇرۇپ، گاتی سەس بیلەن: «(مەن) بیر ئۆنەلگەسیز کەمپیر (اھیری)!» دییدی۔,OK,True
51,Zäriýät,30,"(Olar): «Seniň Perwerdigäriň şeýle diýdi (emir etdi). Takyk, Ol hikmet eýesidir, (ähli zady) bilýändir» diýdiler.",(ئولار): «سەنیڭ پەروەردیگەریڭ شەیلە دییدی (ئەمیر ئەتدی)۔ تاکیک، ئول ھیکمەت ئەیەسیدیر، (ئەھلی زادی) بیلیەندیر» دییدیلەر۔,OK,True
51,Zäriýät,31,"(Ybraýym): «Siziň wezipäňiz näme, eý, ilçiler?!» diýdi.",(یبراییم): «سیزیڭ وەزیپەڭیز نەمە، ئەی، ئیلچیلەر؟!» دییدی۔,OK,True
51,Zäriýät,32,"Olar: «Biz günäkär bir kowumyň üstlerine palçykdan bişirilip, hetden aşanlar üçin Perwerdigäriň tarapyndan möhürlenen daşlary indermek (zyňmak) üçin iberildik» diýdiler.",ئولار: «بیز گۈنەکەر بیر کووۇمیڭ ئۈستلەرینە پالچیکدان بیشیریلیپ، ھەتدەن اشانلار ئۈچین پەروەردیگەریڭ تاراپیندان مۆھۈرلەنەن داشلاری ئیندەرمەک (زیڭماک) ئۈچین ئیبەریلدیک» دییدیلەر۔,OK,True
51,Zäriýät,33,"Olar: «Biz günäkär bir kowumyň üstlerine palçykdan bişirilip, hetden aşanlar üçin Perwerdigäriň tarapyndan möhürlenen daşlary indermek (zyňmak) üçin iberildik» diýdiler.",ئولار: «بیز گۈنەکەر بیر کووۇمیڭ ئۈستلەرینە پالچیکدان بیشیریلیپ، ھەتدەن اشانلار ئۈچین پەروەردیگەریڭ تاراپیندان مۆھۈرلەنەن داشلاری ئیندەرمەک (زیڭماک) ئۈچین ئیبەریلدیک» دییدیلەر۔,OK,True
51,Zäriýät,34,"Olar: «Biz günäkär bir kowumyň üstlerine palçykdan bişirilip, hetden aşanlar üçin Perwerdigäriň tarapyndan möhürlenen daşlary indermek (zyňmak) üçin iberildik» diýdiler.",ئولار: «بیز گۈنەکەر بیر کووۇمیڭ ئۈستلەرینە پالچیکدان بیشیریلیپ، ھەتدەن اشانلار ئۈچین پەروەردیگەریڭ تاراپیندان مۆھۈرلەنەن داشلاری ئیندەرمەک (زیڭماک) ئۈچین ئیبەریلدیک» دییدیلەر۔,OK,True
51,Zäriýät,35,"Bes, biz ol ýerde bolan möminleri (şäherden) çykardyk.",بەس، بیز ئول یەردە بولان مۆمینلەری (شەھەردەن) چیکاردیک۔,OK,True
51,Zäriýät,36,Emma ol ýerde bize tabyn bolan bir öýden (maşgaladan) başga musulmanlardan hiç kimi görmedik.,ئەمما ئول یەردە بیزە تابین بولان بیر ئۆیدەن (ماشگالادان) باشگا مۇسۇلمانلاردان ھیچ کیمی گۆرمەدیک۔,OK,True
51,Zäriýät,37,Jebir-jepaly azapdan gorkanlar üçin ol ýerde bir alamat goýduk.,جەبیر-جەپالی ازاپدان گورکانلار ئۈچین ئول یەردە بیر الامات گویدۇک۔,OK,True
51,Zäriýät,38,Musanyň (kyssasynyň) içinde hem (ybrat bardyr). Biz ony äşgär mugjyza bilen Fyrgawnyň (ýanyna) iberipdik.,مۇسانیڭ (کیسساسینیڭ) ئیچیندە ھەم (یبرات باردیر)۔ بیز ئونی ئەشگەر مۇگجیزا بیلەن فیرگاونیڭ (یانینا) ئیبەریپدیک۔,OK,True
51,Zäriýät,39,Ol (Fyrgawn) ähli güýji (we goşuny) bilen ýüz öwrüp: «Ol (Musa) bir jadygöý ýa-da bir däli» diýipdi.,ئول (فیرگاون) ئەھلی گۈیجی (وە گوشۇنی) بیلەن یۈز ئۆورۈپ: «ئول (مۇسا) بیر جادیگۆی یا-دا بیر دەلی» دیییپدی۔,OK,True
51,Zäriýät,40,"Biz ony hem-de onuň goşunlaryny tutup, deňziň (düýbüne) gark etdik. Ol (gark bolýarka, puşman edip), öz-özüni ýazgarýardy.",بیز ئونی ھەم-دە ئونۇڭ گوشۇنلارینی تۇتۇپ، دەڭزیڭ (دۈیبۈنە) گارک ئەتدیک۔ ئول (گارک بولیارکا، پۇشمان ئەدیپ)، ئۆز-ئۆزۈنی یازگاریاردی۔,OK,True
51,Zäriýät,41,"Ad (kowumyna hem ähli zady goparyp), köklerini guradýan bir ýel iberipdik.",اد (کووۇمینا ھەم ئەھلی زادی گوپاریپ)، کۆکلەرینی گۇرادیان بیر یەل ئیبەریپدیک۔,OK,True
51,Zäriýät,42,Ol (ýel) öňünden çykan ähli zady (dessine) kül ýaly edip (tozadyp goýberýärdi).,ئول (یەل) ئۆڭۈندەن چیکان ئەھلی زادی (دەسسینە) کۈل یالی ئەدیپ (توزادیپ گویبەریەردی)۔,OK,True
51,Zäriýät,43,Semud (kowumynda hem alynjak ybrat) bardyr. (Olara hem): «Belli bir wagta çenli dünýäden peýdalanyň!» diýlipdi.,سەمۇد (کووۇمیندا ھەم الینجاک یبرات) باردیر۔ (ئولارا ھەم): «بەللی بیر واگتا چەنلی دۈنیەدەن پەیدالانیڭ!» دییلیپدی۔,OK,True
51,Zäriýät,44,"Olar özleriniň Perwerdigäriniň emrine garşy çykansoňlar, olary ýyldyrym urdy. Olar (duran ýerlerinde) seredip (aňalyp) galdylar.",ئولار ئۆزلەرینیڭ پەروەردیگەرینیڭ ئەمرینە گارشی چیکانسوڭلار، ئولاری ییلدیریم ئۇردی۔ ئولار (دۇران یەرلەریندە) سەرەدیپ (اڭالیپ) گالدیلار۔,OK,True
51,Zäriýät,45,"Ne galmaga güýçler ýetdi, ne-de (olara) kömek edildi.",نە گالماگا گۈیچلەر یەتدی، نە-دە (ئولارا) کۆمەک ئەدیلدی۔,OK,True
51,Zäriýät,46,Biz öň Nuhuň kowumyny (hem şeýle heläk edipdik). Sebäbi olar pasyk,بیز ئۆڭ نۇھۇڭ کووۇمینی (ھەم شەیلە ھەلەک ئەدیپدیک)۔ سەبەبی ئولار پاسیک,OK,True
51,Zäriýät,47,"Biz asmany mäkäm (görnüşde) bina etdik, ony giňelden hem Bizdiris!",بیز اسمانی مەکەم (گۆرنۈشدە) بینا ئەتدیک، ئونی گیڭەلدەن ھەم بیزدیریس!,OK,True
51,Zäriýät,48,"Ýer (ýüzüni hem) Biz düşedik. (Serediň), Biz nähili ajaýyp edip düşeýäris.",یەر (یۈزۈنی ھەم) بیز دۈشەدیک۔ (سەرەدیڭ)، بیز نەھیلی اجاییپ ئەدیپ دۈشەیەریس۔,OK,True
51,Zäriýät,49,"Siz pikirlenip, (ybrat) alarsyňyz diýip, ähli zady jübüt edip ýaratdyk.",سیز پیکیرلەنیپ، (یبرات) الارسیڭیز دیییپ، ئەھلی زادی جۈبۈت ئەدیپ یاراتدیک۔,OK,True
51,Zäriýät,50,"Bes, (eý, Muhammet! Olara): «Allanyň (goragyna) tarap gaçyň! Takyk, men Onuň tarapyndan size (iberilen) äşgär duýduryjy (pygamberdirin).",بەس، (ئەی، محمد! ئولارا): «الله‌ڭ (گوراگینا) تاراپ گاچیڭ! تاکیک، مەن ئونۇڭ تاراپیندان سیزە (ئیبەریلەن) ئەشگەر دۇیدۇریجی (پیگامبەردیرین)۔,OK,True
51,Zäriýät,51,"Allanyň ýany bilen başga hudaý tutunmaň! Takyk, men Onuň tarapyndan size (iberilen) äşgär duýduryjy (pygamberdirin» diýip aýt).",الله‌ڭ یانی بیلەن باشگا ھۇدای تۇتۇنماڭ! تاکیک، مەن ئونۇڭ تاراپیندان سیزە (ئیبەریلەن) ئەشگەر دۇیدۇریجی (پیگامبەردیرین» دیییپ ایت)۔,OK,True
51,Zäriýät,52,"Şeýle-de, mundan öňki (ymmatlara) hem bir pygamber gelende, hökman (garşydaşlary) oňa jadygöý ýa-da däli diýdiler.",شەیلە-دە، مۇندان ئۆڭکی (یمماتلارا) ھەم بیر پیگامبەر گەلەندە، ھۆکمان (گارشیداشلاری) ئوڭا جادیگۆی یا-دا دەلی دییدیلەر۔,OK,True
51,Zäriýät,53,"Olar muny biri-birlerine maslahat berdilermikä? Ýok, olar azgyn kowumdylar.",ئولار مۇنی بیری-بیرلەرینە ماسلاھات بەردیلەرمیکە؟ یوک، ئولار ازگین کووۇمدیلار۔,OK,True
51,Zäriýät,54,"Bes, sen (hem) olardan ýüz öwür! Sen (olar hakykaty kabul etmändigi üçin) ýazgarylmarsyň.",بەس، سەن (ھەم) ئولاردان یۈز ئۆوۈر! سەن (ئولار ھاکیکاتی کابۇل ئەتمەندیگی ئۈچین) یازگاریلمارسیڭ۔,OK,True
51,Zäriýät,55,"(Emma onda-da) sen (olara) öwüt ber! Takyk, öwüt möminlere peýda berer.",(ئەمما ئوندا-دا) سەن (ئولارا) ئۆوۈت بەر! تاکیک، ئۆوۈت مۆمینلەرە پەیدا بەرەر۔,OK,True
51,Zäriýät,56,Men jynlary we ynsanlary diňe Özüme ybadat etsinler diýip ýaratdym.,مەن جینلاری وە ینسانلاری دیڭە ئۆزۈمە عبادت ئەتسینلەر دیییپ یاراتدیم۔,OK,True
51,Zäriýät,57,"Men olardan rysgal islemeýärin. Meni oýnap naharlamaklaryny hem islemeýärin. 13,",مەن ئولاردان رزق ئیسلەمەیەرین۔ مەنی ئویناپ ناھارلاماکلارینی ھەم ئیسلەمەیەرین۔ 13،,OK,True
51,Zäriýät,58,"Takyk, Alla (ähli ýaradylanlara) «Bu rysgal berýän, güýç-kuwwat (häkimiýet)",تاکیک، الله (ئەھلی یارادیلانلارا) «بۇ رزق بەریەن، گۈیچ-کۇووات (ھەکیمییەت),OK,True
51,Zäriýät,59,"Takyk, bu zulum edenlere ýaranlarynyň günä paýy ýaly (azapdan) paý bardyr. Bes, olar howlukmasynlar (öňi-soňy oňa ýeterler)!",تاکیک، بۇ زۇلۇم ئەدەنلەرە یارانلارینیڭ گۈنە پایی یالی (ازاپدان) پای باردیر۔ بەس، ئولار ھوولۇکماسینلار (ئۆڭی-سوڭی ئوڭا یەتەرلەر)!,OK,True
51,Zäriýät,60,"Emma wada berlen ol günleri gelende, (başyna geljekler zerarly), ol kapyrlaryň waý hallaryna! 52-nji: «Tur» süresi süresi Mekgede inen sürelerden bolup, ol 49 ybaratdyr. Bu süre Musa pygamberiň ylahy gowşan Tur dagy bilen baglanyşykly waka edilýändigi üçin şeýle atlandyrylypdyr. Bu süre wahynyň öňünde nädip ejizländiklerini edýär. Sürede ahyret ýaşaýşynda kapyrlara azaplar beriljekdigi hem-de musulmanlaryň ýaşaýşy beýan edilýär. (Mähriban) we Rahym (Rehim-şepagatly) Allanyň ady bilen",ئەمما وادا بەرلەن ئول گۈنلەری گەلەندە، (باشینا گەلجەکلەر زەرارلی)، ئول کاپیرلاریڭ وای ھاللارینا! 52-نجی: «تۇر» سۈرەسی سۈرەسی مەکگەدە ئینەن سۈرەلەردەن بولۇپ، ئول 49 یباراتدیر۔ بۇ سۈرە مۇسا پیگامبەریڭ یلاھی گووشان تۇر داگی بیلەن باگلانیشیکلی واکا ئەدیلیەندیگی ئۈچین شەیلە اتلاندیریلیپدیر۔ بۇ سۈرە واھینیڭ ئۆڭۈندە نەدیپ ئەجیزلەندیکلەرینی ئەدیەر۔ سۈرەدە اھیرەت یاشایشیندا کاپیرلارا ازاپلار بەریلجەکدیگی ھەم-دە مۇسۇلمانلاریڭ یاشایشی بەیان ئەدیلیەر۔ (مەھریبان) وە رحیم (رەھیم-شەپاگاتلی) الله‌ڭ ادی بیلەن,OK,True
52,Tur,1,Tur (dagyna) kasam bolsun!,تۇر (داگینا) کاسام بولسۇن!,OK,True
52,Tur,2,"Tur (dagyna), inçe derä (setir-setir) ýazylan ol kitaba (Kurana), Beýti-magmura (Käbä), ol ýokarsy galdyrylana we gaýnaýan (tolkun urup ýatan) deňze kasam bolsun!",تۇر (داگینا)، ئینچە دەرە (سەتیر-سەتیر) یازیلان ئول کیتابا (قرآنا)، بەیتی-ماگمۇرا (کەبە)، ئول یوکارسی گالدیریلانا وە گاینایان (تولکۇن ئۇرۇپ یاتان) دەڭزە کاسام بولسۇن!,OK,True
52,Tur,3,"Tur (dagyna), inçe derä (setir-setir) ýazylan ol kitaba (Kurana), Beýti-magmura (Käbä), ol ýokarsy galdyrylana we gaýnaýan (tolkun urup ýatan) deňze kasam bolsun!",تۇر (داگینا)، ئینچە دەرە (سەتیر-سەتیر) یازیلان ئول کیتابا (قرآنا)، بەیتی-ماگمۇرا (کەبە)، ئول یوکارسی گالدیریلانا وە گاینایان (تولکۇن ئۇرۇپ یاتان) دەڭزە کاسام بولسۇن!,OK,True
52,Tur,4,"Tur (dagyna), inçe derä (setir-setir) ýazylan ol kitaba (Kurana), Beýti-magmura (Käbä), ol ýokarsy galdyrylana we gaýnaýan (tolkun urup ýatan) deňze kasam bolsun!",تۇر (داگینا)، ئینچە دەرە (سەتیر-سەتیر) یازیلان ئول کیتابا (قرآنا)، بەیتی-ماگمۇرا (کەبە)، ئول یوکارسی گالدیریلانا وە گاینایان (تولکۇن ئۇرۇپ یاتان) دەڭزە کاسام بولسۇن!,OK,True
52,Tur,5,"Tur (dagyna), inçe derä (setir-setir) ýazylan ol kitaba (Kurana), Beýti-magmura (Käbä), ol ýokarsy galdyrylana we gaýnaýan (tolkun urup ýatan) deňze kasam bolsun!",تۇر (داگینا)، ئینچە دەرە (سەتیر-سەتیر) یازیلان ئول کیتابا (قرآنا)، بەیتی-ماگمۇرا (کەبە)، ئول یوکارسی گالدیریلانا وە گاینایان (تولکۇن ئۇرۇپ یاتان) دەڭزە کاسام بولسۇن!,OK,True
52,Tur,6,"Tur (dagyna), inçe derä (setir-setir) ýazylan ol kitaba (Kurana), Beýti-magmura (Käbä), ol ýokarsy galdyrylana we gaýnaýan (tolkun urup ýatan) deňze kasam bolsun!",تۇر (داگینا)، ئینچە دەرە (سەتیر-سەتیر) یازیلان ئول کیتابا (قرآنا)، بەیتی-ماگمۇرا (کەبە)، ئول یوکارسی گالدیریلانا وە گاینایان (تولکۇن ئۇرۇپ یاتان) دەڭزە کاسام بولسۇن!,OK,True
52,Tur,7,"Takyk, seniň Perwerdigäriň azaby (hökman) amala aşar.",تاکیک، سەنیڭ پەروەردیگەریڭ ازابی (ھۆکمان) امالا اشار۔,OK,True
52,Tur,8,Oňa päsgel bolup biljek (hiç hili güýç) ýokdur!,ئوڭا پەسگەل بولۇپ بیلجەک (ھیچ ھیلی گۈیچ) یوکدۇر!,OK,True
52,Tur,9,"Ol gün (gelende), asman (özboluşly) çaýkanyş (bilen) güýçli çaýkanar.",ئول گۈن (گەلەندە)، اسمان (ئۆزبولۇشلی) چایکانیش (بیلەن) گۈیچلی چایکانار۔,OK,True
52,Tur,10,Daglar (özboluşly) ýöreýiş bilen ýörär (süýşer).,داگلار (ئۆزبولۇشلی) یۆرەییش بیلەن یۆرەر (سۈیشەر)۔,OK,True
52,Tur,11,Ol gün (hakykaty) ýalan hasaplanlaryň waý hallaryna!,ئول گۈن (ھاکیکاتی) یالان ھاساپلانلاریڭ وای ھاللارینا!,OK,True
52,Tur,12,Olar çümen batgalyklarynyň içinde oýnap (urnup) durarlar.,ئولار چۈمەن باتگالیکلارینیڭ ئیچیندە ئویناپ (ئۇرنۇپ) دۇرارلار۔,OK,True
52,Tur,13,«Bu siziň ýalan hasaplan oduňyz!» (diýlerler). Ol gün olar dowzaha tarap iteklenilip (atylýar).,«بۇ سیزیڭ یالان ھاساپلان ئودۇڭیز!» (دییلەرلەر)۔ ئول گۈن ئولار دووزاھا تاراپ ئیتەکلەنیلیپ (اتیلیار)۔,OK,True
52,Tur,14,Ol gün olar dowzaha tarap iteklenilip: siziň ýalan hasaplan oduňyz!,ئول گۈن ئولار دووزاھا تاراپ ئیتەکلەنیلیپ: سیزیڭ یالان ھاساپلان ئودۇڭیز!,OK,True
52,Tur,15,"(Hany, aýdyň) bu hem jadymy ýa-da siz (henizm) görmeýärsiňizmi?",(ھانی، ایدیڭ) بۇ ھەم جادیمی یا-دا سیز (ھەنیزم) گۆرمەیەرسیڭیزمی؟,OK,True
52,Tur,16,"Oňa giriň! Isle çydaň, isle çydamaň, siziň üçin deňdir. Siz näme iş eden bolsaňyz, (onuň) jezasyny çekersiňiz» (diýler).",ئوڭا گیریڭ! ئیسلە چیداڭ، ئیسلە چیداماڭ، سیزیڭ ئۈچین دەڭدیر۔ سیز نەمە ئیش ئەدەن بولساڭیز، (ئونۇڭ) جەزاسینی چەکەرسیڭیز» (دییلەر)۔,OK,True
52,Tur,17,"Takyk, takwalar jennetlerde we nygmatdadyrlar.",تاکیک، تقویلار جەننەتلەردە وە نیگماتدادیرلار۔,OK,True
52,Tur,18,Olar özleriniň Perwerdigäriniň beren zatlarynyň sapasyny sürerler. Özleriniň Perwerdigäri olary ýakyp barýan oduň azabyndan gorandyr (halas edendir).,ئولار ئۆزلەرینیڭ پەروەردیگەرینیڭ بەرەن زاتلارینیڭ ساپاسینی سۈرەرلەر۔ ئۆزلەرینیڭ پروردگاری ئولاری یاکیپ باریان ئودۇڭ ازابیندان گوراندیر (ھالاس ئەدەندیر)۔,OK,True
52,Tur,19,"(Olara: «Bu dünýäde) eden ýagşy işleriňiz üçin, iýiň, içiň, işdäňiz açyk bolsun!» (diýler).",(ئولارا: «بۇ دۈنیەدە) ئەدەن یاگشی ئیشلەریڭیز ئۈچین، ئیییڭ، ئیچیڭ، ئیشدەڭیز اچیک بولسۇن!» (دییلەر)۔,OK,True
52,Tur,20,Olar hatar-hatar düzülen tagtlarda oturarlar. Biz olara iri gözli (owadan) hüýrleri ýanýoldaş edip bereris.,ئولار ھاتار-ھاتار دۈزۈلەن تاگتلاردا ئوتۇرارلار۔ بیز ئولارا ئیری گۆزلی (ئووادان) ھۈیرلەری یانیولداش ئەدیپ بەرەریس۔,OK,True
52,Tur,21,"Özleri ynanyp, zürýatlary hem imanda özlerine uýanlaryň zürýatlaryny hem olara (iman getirenlere) goşarys (biri- birine duşurarys). Olaryň amallaryndan hiç bir zady (sylagy) kemeltmeris. Her kim öz gazanan zadyna girewdir.",ئۆزلەری ینانیپ، زۈریاتلاری ھەم ئیماندا ئۆزلەرینە ئۇیانلاریڭ زۈریاتلارینی ھەم ئولارا (ئیمان گەتیرەنلەرە) گوشاریس (بیری- بیرینە دۇشۇراریس)۔ ئولاریڭ اماللاریندان ھیچ بیر زادی (سیلاگی) کەمەلتمەریس۔ ھەر کیم ئۆز گازانان زادینا گیرەودیر۔,OK,True
52,Tur,22,Olara göwün islän (dürli görnüş) miweleri we etli (tagamlary) bereris.,ئولارا گۆوۈن ئیسلەن (دۈرلی گۆرنۈش) میوەلەری وە ئەتلی (تاگاملاری) بەرەریس۔,OK,True
52,Tur,23,Olar ol ýerde (şerbet doly) käseleri çakyşdyrarlar. (Ony içenler) boş söz aýtmazlar we (olara) günä hem bolmaz.,ئولار ئول یەردە (شەربەت دولی) کەسەلەری چاکیشدیرارلار۔ (ئونی ئیچەنلەر) بوش سۆز ایتمازلار وە (ئولارا) گۈنە ھەم بولماز۔,OK,True
52,Tur,24,Olaryň daşynda (hyzmat etmek üçin) sadapda saklanýan gizlin dür ýaly ýaş hyzmatkär oglanlar aýlanarlar.,ئولاریڭ داشیندا (ھیزمات ئەتمەک ئۈچین) ساداپدا ساکلانیان گیزلین دۈر یالی یاش ھیزماتکەر ئوگلانلار ایلانارلار۔,OK,True
52,Tur,25,"Olar (biri-birlerine): «Biz öň (dünýäde) maşgalamyzyň arasynda (geljegimiz barada) alada ederdik. Alla bize merhemet etdi we bizi gowrup barýan oduň azabyndan gorady. Takyk, biz öň Ondan (bizi otdan goramagyny) dileg ederdik. Takyk, Ol (Alla) ýagşylyk berýändir, Rehim-şepagatlydyr» diýerler.",ئولار (بیری-بیرلەرینە): «بیز ئۆڭ (دۈنیەدە) ماشگالامیزیڭ اراسیندا (گەلجەگیمیز بارادا) الادا ئەدەردیک۔ الله بیزە مەرھەمەت ئەتدی وە بیزی گوورۇپ باریان ئودۇڭ ازابیندان گورادی۔ تاکیک، بیز ئۆڭ ئوندان (بیزی ئوتدان گوراماگینی) دیلەگ ئەدەردیک۔ تاکیک، ئول (الله) یاگشیلیک بەریەندیر، رەھیم-شەپاگاتلیدیر» دییەرلەر۔,OK,True
